id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"17239832","2013-06-21 16:14:18","-1","151","How to iterate over two dataframes?","1","6","0","user21988","59","Brian","2592"
"15976026","2013-04-12 16:05:06","1","89","Unexpected result of DataFrame sort","1","7","","Erik Gibbons","8","Andy Hayden","195339"
"15956006","2013-04-11 18:19:23","0","136","Converting pandas panel object to rpy2.robjects.vectors.Array object","0","2","","user2271617","1","",""
"17973877","2013-07-31 14:56:29","6","4030","Pandas: df.groupby(x, y).apply() across multiple columns parameter error","1","0","","agconti","12011","",""
"17599310","2013-07-11 17:00:47","2","520","Reduce Two Pandas Series to a Single One","1","0","","agconti","12011","Jeff","81950"
"17598881","2013-07-11 16:36:57","1","187","Using df.apply() with a Pandas MuliIndex / carrying out operations on hierarchical index rows?","1","0","","agconti","12011","Jeff","81950"
"16652651","2013-05-20 15:14:43","4","1442","Pandas df.head() Error","2","2","","agconti","12011","Andy Hayden","195339"
"15897805","2013-04-09 09:07:39","1","1398","Reading variable column and row structure to Pandas by column amount","2","0","1","jarpineh","39","",""
"15877067","2013-04-08 10:41:34","1","919","MultiIndex and read_table with separate indexes and data","1","0","2","jarpineh","39","unutbu","568074"
"15832445","2013-04-05 11:12:43","4","2822","Cannot seem to install pandas for python 2.7 on windows","3","3","","Kututo","21","",""
"15799162","2013-04-03 22:12:51","36","17361","Resampling Within a Pandas MultiIndex","7","0","19","Snakes McGee","270","unutbu","568074"
"16574466","2013-05-15 20:33:56","4","348","Extra Bin with Pandas Resample","1","2","","Snakes McGee","270","",""
"17775935","2013-07-21 19:16:35","25","24928","SQL-like window functions in PANDAS: Row Numbering in Python Pandas Dataframe","4","1","10","AllenQ","454","Andy Hayden","195339"
"17266129","2013-06-23 23:06:27","17","21745","Python Pandas Conditional Sum with Groupby","3","0","6","AllenQ","454","Andy Hayden","195339"
"15778371","2013-04-03 03:29:26","2","254","read_csv convert date in 3 columns to 1 column date format like YYYY-MM-DD using pandas in Python","2","0","","user2238586","11","",""
"15777021","2013-04-03 00:47:19","1","1559","pandas.io.data get_data_yahoo ^DJI retrieval error","1","0","","Alex Graf","8","waitingkuo","39368"
"18479436","2013-08-28 04:25:22","3","1348","Combining MultiIndex and Index in a PANDAS DataFrame","1","5","2","Firas","128","DrSAR","840"
"15707746","2013-03-29 16:54:10","8","4581","Python : How can I get Rows which have the max value of the group to which they belong?","1","4","1","jojo12","768","BrenBarn","166891"
"15705630","2013-03-29 14:48:13","144","154207","Python : Getting the Row which has the max value in groups using groupby","10","5","66","jojo12","768","Zelazny7","21562"
"15786686","2013-04-03 11:56:15","0","312","groupby that contain more than one element","2","0","1","jojo12","768","",""
"16956460","2013-06-06 07:47:12","1","93","Grouping python pandas","1","0","","user2211803","21","",""
"15755057","2013-04-02 02:28:06","12","12285","Using cumsum in pandas on group()","2","0","7","msteen","94","bdiamante","7042"
"15911113","2013-04-09 19:45:39","1","1343","Pandas: reindex multiindex, broadcast results","1","0","1","msteen","94","Dan Allan","21302"
"15618976","2013-03-25 15:42:57","2","210","Trying to use replace method with pandas","1","2","","Mickey Soltys","11","",""
"18363183","2013-08-21 16:42:39","3","2660","iteratively calling pandas datareader","2","0","2","eric costello","16","",""
"15533093","2013-03-20 19:37:13","0","399","pandas access axis by user-defined name","1","0","","Mahé","175","",""
"15515019","2013-03-20 03:58:19","5","7012","Statsmodel using ARMA","2","0","2","user2189221","26","",""
"18243303","2013-08-14 22:21:05","0","1024","Type error after renaming Pandas Dataframe columns","1","3","","user2187656","370","Andy Hayden","195339"
"16690141","2013-05-22 11:05:39","0","550","Pandas stack unstack pivot hierarchical index - reshape dataframe","1","0","1","user2186859","1","",""
"15489011","2013-03-18 23:42:15","5","3657","Python - time series alignment and ""to date"" functions","1","2","1","Alessandro Mariani","707","mtth","3074"
"15477894","2013-03-18 13:20:51","0","1406","Add new column in pandas dataframe object with column math","1","0","","yuran","3","Vincent","5080"
"16017034","2013-04-15 13:54:49","5","20130","To extract non-nan values from multiple rows in a pandas dataframe","3","0","","user2179627","98","",""
"15462996","2013-03-17 16:11:16","2","409","MultiIndexing in pandas based on column conditions","1","0","","user2179627","98","Boud","19662"
"17001447","2013-06-08 16:17:22","1","6321","Python - Create An Empty Pandas DataFrame and Populate From Another DataFrame Using a For Loop","2","0","","DMML","767","Andy Hayden","195339"
"16804476","2013-05-29 02:18:12","3","21064","Python - Pandas '.isin' on a list","1","6","2","DMML","767","waitingkuo","39368"
"16705598","2013-05-23 04:19:17","10","14952","Python 2.7 - statsmodels - formatting and writing summary output","5","2","5","DMML","767","Josef","14548"
"16704782","2013-05-23 02:39:31","11","13094","Python Pandas - Removing Rows From A DataFrame Based on a Previously Obtained Subset","1","2","4","DMML","767","DSM","218186"
"16599357","2013-05-16 23:58:25","3","2095","Python 3.3 pandas, pip-3.3","2","0","1","DMML","767","Andy Hayden","195339"
"15364050","2013-03-12 14:30:37","3","6925","Extending a pandas panel frame along the minor axis","2","0","7","David Bieber","18","Jeff","81950"
"15350764","2013-03-11 23:48:21","0","117","Transpose Multidimensional Table","1","0","","kbgo","20","Dan Allan","21302"
"18084662","2013-08-06 15:42:56","0","1011","Deleting rows of daylight saving time from a time indexed pandas dataframe","2","1","1","Markus W","504","",""
"16613187","2013-05-17 15:47:03","5","5272","Deleting a Row from a Time Indexed Dataframe in Python / Pandas","1","0","1","Markus W","504","Andy Hayden","195339"
"17319283","2013-06-26 11:53:30","3","1022","Python Pandas groupby function with dynamic parameters for monthly, hourly means","1","0","1","Markus W","504","unutbu","568074"
"16967165","2013-06-06 16:18:05","11","7606","Getting the average of a certain hour on weekdays over several years in a pandas dataframe","2","0","7","Markus W","504","Andy Hayden","195339"
"15432659","2013-03-15 12:36:02","13","7642","How to rearrange a python pandas dataframe?","2","0","7","Markus W","504","DSM","218186"
"15297053","2013-03-08 15:06:39","16","12292","How can I divide single values of a dataframe by monthly averages?","3","0","9","Markus W","504","Zelazny7","21562"
"15242746","2013-03-06 08:52:55","58","31129","Handling Variable Number of Columns with Pandas - Python","3","0","17","Jackie Shephard","313","DSM","218186"
"15228744","2013-03-05 16:15:06","3","1823","pandas dataframe: how to match on multiple index levels when doing arithmetic operations involving two dataframes","1","0","","user2136502","24","",""
"15300732","2013-03-08 18:23:07","0","274","pandas dataframe to matrix dtype errors","0","5","","user2133151","127","",""
"15557542","2013-03-21 20:34:43","23","29005","Reindexing dataframes","1","0","4","user2133151","127","DSM","218186"
"15227926","2013-03-05 15:39:42","0","1236","rpy2 object not found error","3","0","1","user2133151","127","lgautier","9190"
"15209636","2013-03-04 19:35:31","1","1179","convert_to_r_dataframe module object has no attribute","1","1","","user2133151","127","herrfz","3548"
"15203623","2013-03-04 14:17:41","44","45321","Convert pandas DateTimeIndex to Unix Time?","3","0","13","Christian Geier","1121","root","41116"
"17751626","2013-07-19 17:00:13","15","10337","Create a pandas DataFrame from multiple dicts","1","1","1","tinproject","340","DSM","218186"
"15093115","2013-02-26 15:35:58","0","46","Trouble with groupss and aggregation","1","1","","user2111827","44","Zelazny7","21562"
"15077885","2013-02-25 22:39:13","1","1054","TypeError when changing an integer data series in pandas","1","0","","kmt","6","",""
"15060989","2013-02-25 06:00:53","0","2203","Having trouble reading Movielens 1M data set ratings.dat file with Pandas","2","0","","Shawnzoom","1","",""
"15151251","2013-03-01 05:36:43","-1","155","How to extract date ranges for the last 3 occurrences of event 'y' given dataframe df?","2","3","","Shawnzoom","1","",""
"16228631","2013-04-26 04:11:38","0","86","How to distribute aggregations on each columns when groupingby in pandas","1","0","","ogi","6","",""
"15997379","2013-04-14 09:01:58","1","2413","Pandas Pivot table subtotals per each cols","2","0","2","ogi","6","",""
"15010523","2013-02-21 19:21:55","0","191","Calculating means in replicates using groupby","2","0","","benbo","3","BrenBarn","166891"
"15005629","2013-02-21 15:11:15","5","1482","Calculate pairwise difference from specific columns in a dataframe","2","2","2","BigScratch","54","D. A.","2420"
"15705032","2013-03-29 14:14:59","2","1571","Selecting Columns from Dataframe","1","0","","David Yang","623","Andy Hayden","195339"
"15813371","2013-04-04 13:57:32","1","2648","Pandas: Write into Dataframe","3","0","1","David Yang","623","EnricoGiampieri","4448"
"14968445","2013-02-19 22:07:24","1","724","Pandas : Merge two Dataframes on a column, but keep only data for unlike Columns","1","0","","David Yang","623","DSM","218186"
"14945144","2013-02-18 20:57:36","2","2420","use pandas to retrieve files over FTP","1","1","","Cath Penfold","151","",""
"15522310","2013-03-20 11:30:16","1","210","extract data from a MultiIndex'ed DataFrame","2","1","","dYz","196","",""
"18147230","2013-08-09 12:59:29","1","292","Wrong decimal calculations with pandas","2","1","","user2082695","116","unutbu","568074"
"17949273","2013-07-30 14:05:44","4","4382","Loading big CSV file with pandas","2","2","4","user2082695","116","w-m","6719"
"15825981","2013-04-05 04:36:09","4","1608","How to accumulate unique sum of columns across pandas index","4","2","1","Mike S","620","HYRY","67243"
"14859085","2013-02-13 17:13:47","3","995","Reading from file a hierarchical ascii table using Pandas","1","0","1","Nic","1239","zach","9224"
"16774127","2013-05-27 13:17:12","0","828","Pandas: optimizing some python code by getting rid of DataFrame.apply()","1","0","","Nic","1239","DSM","218186"
"17000997","2013-06-08 15:25:26","1","322","Using pandas and sqldf and getting a nondescript error","1","0","","prussiap","352","qxjit","36"
"14793621","2013-02-10 01:21:30","0","462","how to import .txt contents into a line of code in python 2.7","1","5","","Poncho","8","tshauck","8685"
"15249241","2013-03-06 13:57:44","3","1004","How to broadcast a scalar to a filtered column in a pandas dataframe","2","0","","Philip Lawrence","110","eumiro","133966"
"15226956","2013-03-05 14:56:39","2","637","Add a new column to Pandas DataFrame with coding data from a separate DataFrame without using a Loop?","2","0","","Philip Lawrence","110","bdiamante","7042"
"15105707","2013-02-27 06:38:18","2","829","regression coefficient calculation in python","1","1","2","user2051726","19","",""
"16466670","2013-05-09 16:33:38","3","612","Fill NaN in candlestick OHLCV data","3","0","1","working4coins","917","Jeff","81950"
"16516574","2013-05-13 07:11:17","0","163","Convert DataFrame with index-OHLC data to index-O index-L index-H index-O (flatten OHLC data)","1","0","","working4coins","917","",""
"15724034","2013-03-30 22:08:08","10","3299","How to convert Wikipedia wikitable to Python Pandas DataFrame?","4","1","3","working4coins","917","Garrett","23272"
"15327831","2013-03-10 21:24:55","1","193","How to substract 2 columns of unaligned data with Python/Pandas?","1","0","","working4coins","917","HYRY","67243"
"15190728","2013-03-03 20:53:48","0","1082","How to use Python and Pandas to find bests opportunities in triangular arbitrage","1","0","","working4coins","917","",""
"14755116","2013-02-07 15:43:37","7","1466","Implement a classic martingale using Python and Pandas","2","0","1","working4coins","917","tacaswell","56936"
"18182030","2013-08-12 07:59:48","3","992","Interpolate only one value of a TimeSerie using Python / Pandas","2","3","1","working4coins","917","Dan Allan","21302"
"18196811","2013-08-12 21:14:20","14","4961","Cumsum reset at NaN","4","0","6","working4coins","917","emprice","587"
"17702272","2013-07-17 14:18:00","20","22208","Convert Pandas series containing string to boolean","3","0","6","working4coins","917","joris","67459"
"14747518","2013-02-07 09:19:57","-1","226","inputting and aligning protein sequence","1","2","","user2050115","1","",""
"16153530","2013-04-22 17:51:55","9","5842","Conditional replacement in pandas","1","0","2","hmelberg","82","BrenBarn","166891"
"14623935","2013-01-31 10:48:43","3","2355","Pandas DataFrame - Calculated Column based on subset of Columns","1","0","","Dickster","1849","seumas","392"
"17853392","2013-07-25 08:57:11","2","108","fastest way to read a table2 for each value of a table1 with Python?","2","3","","Alexis","35","RussW","342"
"17448978","2013-07-03 13:11:38","0","381","How to groupby non-unique timedate index and column","1","0","","GertVdE","150","Rutger Kassies","30622"
"14639825","2013-02-01 04:38:00","3","241","protein sequence coding","1","2","","user2020442","18","Andy Hayden","195339"
